 seq | path_seq | start_vid | end_vid | node  | edge  |        cost         |      agg_cost      
  62 |        7 |      3986 |   12235 | 12140 | 16257 |   0.128312832799838 |   5.58370215975463
  63 |        8 |      3986 |   12235 | 10674 | 14583 |   0.190358886081225 |   5.71201499255447
  64 |        9 |      3986 |   12235 |   353 |  7975 |   0.126701731714783 |    5.9023738786357
  65 |       10 |      3986 |   12235 |  1341 | 14075 |   0.536018627358916 |   6.02907561035048
  66 |       11 |      3986 |   12235 | 11786 |  7959 |   0.161701620067918 |   6.56509423770939
  67 |       12 |      3986 |   12235 |  1320 | 22583 |   0.485644386036811 |   6.72679585777731
  68 |       13 |      3986 |   12235 | 16526 | 18470 |   0.478448428916997 |   7.21244024381412
  69 |       14 |      3986 |   12235 | 12844 | 22691 |   0.126005395544857 |   7.69088867273112
  70 |       15 |      3986 |   12235 | 16619 | 22518 |    1.98239576719522 |   7.81689406827598
  71 |       16 |      3986 |   12235 | 16465 | 17945 |   0.439384965704923 |   9.79928983547119
  72 |       17 |      3986 |   12235 |  1354 | 19266 |   0.913955795926114 |   10.2386748011761
  73 |       18 |      3986 |   12235 | 13556 | 16913 |   0.548189888072168 |   11.1526305971022
  74 |       19 |      3986 |   12235 |  7876 | 18363 |    1.42531322898084 |   11.7008204851744
  75 |       20 |      3986 |   12235 | 12756 | 16633 |   0.248455027956015 |   13.1261337141552
  76 |       21 |      3986 |   12235 | 10500 | 15741 |   0.392930199836847 |   13.3745887421113
  77 |       22 |      3986 |   12235 |  7683 | 21367 |     0.3233041476842 |   13.7675189419481
  78 |       23 |      3986 |   12235 | 15423 | 18829 |   0.617198417778706 |   14.0908230896323
  79 |       24 |      3986 |   12235 | 13170 | 16764 |   0.149847878041422 |    14.708021507411
  80 |       25 |      3986 |   12235 |  2480 |  1129 |   0.156169418895533 |   14.8578693854524
  81 |       26 |      3986 |   12235 |  1907 | 11257 |   0.210446302877348 |    15.014038804348
  82 |       27 |      3986 |   12235 |  7023 |  3235 |   0.170574454719809 |   15.2244851072253
  83 |       28 |      3986 |   12235 |  5664 |  1578 |    1.19598910038433 |   15.3950595619451
  84 |       29 |      3986 |   12235 |  2703 |  9743 |    2.15496069893418 |   16.5910486623295
  85 |       30 |      3986 |   12235 |  4451 | 15277 |    1.09348536599739 |   18.7460093612636
  86 |       31 |      3986 |   12235 |  4634 |   649 |   0.330607779420422 |    19.839494727261
  87 |       32 |      3986 |   12235 |  1076 | 11283 |   0.272022525757874 |   20.1701025066815
  88 |       33 |      3986 |   12235 |  7067 | 15653 |   0.102937253611116 |   20.4421250324393
  89 |       34 |      3986 |   12235 |  1276 |   766 |   0.313027163973043 |   20.5450622860504
  90 |       35 |      3986 |   12235 |  9032 |  5186 |    1.38720640314751 |   20.8580894500235
  91 |       36 |      3986 |   12235 |  4147 |  9563 |   0.632936242111959 |    22.245295853171
  92 |       37 |      3986 |   12235 |  8991 |  5168 |    1.45848670529113 |    22.878232095283
  93 |       38 |      3986 |   12235 |  1262 |   757 |    0.21493024337304 |   24.3367188005741
  94 |       39 |      3986 |   12235 | 11820 |  6739 |   0.107106295139081 |   24.5516490439471
  95 |       40 |      3986 |   12235 |  4759 |  9928 |   0.233742228553807 |   24.6587553390862
  96 |       41 |      3986 |   12235 |  8510 |  4942 |   0.300211174958748 |     24.89249756764
  97 |       42 |      3986 |   12235 |  8609 |  9202 |    7.64616687196628 |   25.1927087425988
  98 |       43 |      3986 |   12235 |  3501 |  6905 |   0.169167465202891 |    32.838875614565
  99 |       44 |      3986 |   12235 | 12092 | 12532 |   0.183196926135654 |   33.0080430797679
 100 |       45 |      3986 |   12235 |  9221 |   816 |    2.83913108980337 |   33.1912400059036
 101 |       46 |      3986 |   12235 |  1363 |  2984 |    1.20716137675091 |    36.030371095707
 102 |       47 |      3986 |   12235 |  5227 |  5021 |    0.21456149594535 |   37.2375324724579
 103 |       48 |      3986 |   12235 |  8753 |  4215 |    2.60226743209893 |   37.4520939684032
 104 |       49 |      3986 |   12235 |  7351 |  7336 |   0.153783644570765 |   40.0543614005021
 105 |       50 |      3986 |   12235 |   286 |  3767 |   0.174830016984609 |   40.2081450450729
 106 |       51 |      3986 |   12235 |  6587 |  3625 |   0.109487174133654 |   40.3829750620575
 107 |       52 |      3986 |   12235 |  6350 |  3626 |   0.116171883409696 |   40.4924622361912
 108 |       53 |      3986 |   12235 | 10625 | 16246 |    0.41854988722936 |   40.6086341196009
 109 |       54 |      3986 |   12235 |   626 | 16661 |   0.449061201243994 |   41.0271840068302
 110 |       55 |      3986 |   12235 | 12849 | 18474 |  0.0530223763336673 |   41.4762452080742
 111 |       56 |      3986 |   12235 | 16637 | 22713 |    2.79869815943204 |   41.5292675844079
 112 |       57 |      3986 |   12235 | 15783 | 21766 |  0.0674838139743969 |   44.3279657438399
 113 |       58 |      3986 |   12235 | 16239 | 19771 | 0.00983466533998695 |   44.3954495578143
 114 |       59 |      3986 |   12235 | 14008 | 19770 |   0.156600498703542 |   44.4052842231543
 115 |       60 |      3986 |   12235 |    40 |  6879 |   0.917203461739565 |   44.5618847218579
 116 |       61 |      3986 |   12235 | 12053 |  6878 |   0.506985258060122 |   45.4790881835974
 117 |       62 |      3986 |   12235 |   517 |   308 |   0.492793705096229 |   45.9860734416575
 118 |       63 |      3986 |   12235 |  9546 | 12744 |    0.13124361138254 |   46.4788671467538
 119 |       64 |      3986 |   12235 |   555 |  7497 |   0.175766600741926 |   46.6101107581363
 120 |       65 |      3986 |   12235 |  7196 | 11340 |    1.63073472134632 |   46.7858773588782
 121 |       66 |      3986 |   12235 |  8561 |  4913 |   0.750056375688835 |   48.4166120802245
 122 |       67 |      3986 |   12235 |  8383 | 12053 |   0.664223310647819 |   49.1666684559134
 123 |       68 |      3986 |   12235 |  6296 |  3586 |   0.592328374067338 |   49.8308917665612
 124 |       69 |      3986 |   12235 |  2577 |  1511 |   0.633260676147584 |   50.4232201406285
 125 |       70 |      3986 |   12235 |  4937 |  2832 |   0.431247076286884 |   51.0564808167761
 126 |       71 |      3986 |   12235 |  2552 |  1500 |   0.247878751780689 |    51.487727893063
 127 |       72 |      3986 |   12235 | 11373 | 13818 |   0.121732348751506 |   51.7356066448437
 128 |       73 |      3986 |   12235 |  5074 | 10113 |    0.95778426564641 |   51.8573389935952
 129 |       74 |      3986 |   12235 |  5816 | 10556 |   0.522397872267841 |   52.8151232592416
 130 |       75 |      3986 |   12235 | 11383 |  6503 |    0.44421401161374 |   53.3375211315094
 131 |       76 |      3986 |   12235 | 10807 |  6175 |   0.135022506115463 |   53.7817351431232
 132 |       77 |      3986 |   12235 | 11923 |  6794 |   0.520121537867506 |   53.9167576492386
 133 |       78 |      3986 |   12235 |  1614 |   966 |   0.630089932422275 |   54.4368791871062
 134 |       79 |      3986 |   12235 |  1141 |  7855 |   0.496445241145688 |   55.0669691195284
 135 |       80 |      3986 |   12235 |  1863 |  8281 |   0.153498570545313 |   55.5634143606741
 136 |       81 |      3986 |   12235 |  2297 | 14903 |    1.40297432166768 |   55.7169129312194
 137 |       82 |      3986 |   12235 |  2322 | 14908 |   0.698269639954301 |   57.1198872528871
 138 |       83 |      3986 |   12235 |   711 |  7592 |   0.747722639266528 |   57.8181568928414
 139 |       84 |      3986 |   12235 |  5593 |  3200 |   0.598086364200089 |   58.5658795321079
 140 |       85 |      3986 |   12235 |  1864 |  1110 |   0.349776884743887 |    59.163965896308
 141 |       86 |      3986 |   12235 |  4712 | 15287 |   0.334274842119314 |   59.5137427810519
 142 |       87 |      3986 |   12235 |  5218 | 15373 |   0.462683745812453 |   59.8480176231712
 143 |       88 |      3986 |   12235 |  8331 | 12385 |  0.0702821419640457 |   60.3107013689837
 144 |       89 |      3986 |   12235 |  8945 | 11655 |  0.0370885696019152 |   60.3809835109477
 145 |       90 |      3986 |   12235 |  7704 |  1917 |    1.02641187878044 |   60.4180720805496
 146 |       91 |      3986 |   12235 |  3288 | 11878 |   0.103454253812616 |   61.4444839593301
 147 |       92 |      3986 |   12235 |  8081 |  9291 |  0.0982824829546381 |   61.5479382131427
 148 |       93 |      3986 |   12235 |  3670 | 13429 |   0.111392809790013 |   61.6462206960973
 149 |       94 |      3986 |   12235 | 10681 | 10233 |  0.0936065406993686 |   61.7576135058873
 150 |       95 |      3986 |   12235 |  5240 |  7436 |   0.159566049565392 |   61.8512200465867
 151 |       96 |      3986 |   12235 |   440 | 11904 |   0.209920679996928 |   62.0107860961521
 152 |       97 |      3986 |   12235 |  8128 |  1143 |   0.131201579702369 |    62.220706776149
 153 |       98 |      3986 |   12235 |  1919 |  8464 |   0.499059474952526 |   62.3519083558514
 154 |       99 |      3986 |   12235 |  2189 | 10224 |    0.35884920634928 |   62.8509678308039
 155 |      100 |      3986 |   12235 |  5231 |   569 |    1.45908388553903 |   63.2098170371532
 156 |      101 |      3986 |   12235 |   931 |   354 |    0.54396279943011 |   64.6689009226922
 157 |      102 |      3986 |   12235 |   598 | 20876 |   0.208689780398848 |   65.2128637221223
 158 |      103 |      3986 |   12235 | 14995 | 17399 |    0.25875943359977 |   65.4215535025212
 159 |      104 |      3986 |   12235 |  2610 | 14889 |    1.90211475631763 |   65.6803129361209
 160 |      105 |      3986 |   12235 |  2232 | 16329 |   0.949598114520113 |   67.5824276924386
 161 |      106 |      3986 |   12235 | 11110 | 14983 |   0.558974312547596 |   68.5320258069587
 162 |      107 |      3986 |   12235 |  2778 | 16336 |   0.591665523686947 |   69.0910001195063
 163 |      108 |      3986 |   12235 | 11171 | 15417 |   0.701631242605844 |   69.6826656431932
 164 |      109 |      3986 |   12235 |  5522 | 22016 |    1.43240479440924 |    70.384296885799
 165 |      110 |      3986 |   12235 | 16019 | 17791 |   0.201718546342412 |   71.8167016802083
 166 |      111 |      3986 |   12235 | 10794 | 11895 |   0.964418451719438 |   72.0184202265507
 167 |      112 |      3986 |   12235 |  8114 | 11894 |    1.06376748639327 |   72.9828386782701
 168 |      113 |      3986 |   12235 |  4352 |  2531 |   0.196528148095362 |   74.0466061646634
 169 |      114 |      3986 |   12235 |  6606 |  3780 |   0.463281833046529 |   74.2431343127588
 170 |      115 |      3986 |   12235 |  9007 |   472 |   0.401291558656676 |   74.7064161458053
 171 |      116 |      3986 |   12235 |   780 | 16505 |    0.36232701663345 |    75.107707704462
 172 |      117 |      3986 |   12235 | 12235 |    -1 |                   0 |   75.4700347210954
 173 |        1 |      9411 |    8401 |  9411 | 17169 |    0.35031651139181 |                  0
 174 |        2 |      9411 |    8401 | 14365 | 20175 |  0.0364036765628157 |   0.35031651139181
 175 |        3 |      9411 |    8401 |  4280 | 17332 |    1.46818038623625 |  0.386720187954626
 176 |        4 |      9411 |    8401 | 14809 | 20669 |   0.287654684058925 |   1.85490057419088
 177 |        5 |      9411 |    8401 | 15632 | 21606 |   0.240506699794369 |    2.1425552582498
 178 |        6 |      9411 |    8401 |  5856 | 15474 |    1.74784560929531 |   2.38306195804417
 179 |        7 |      9411 |    8401 |   108 |  7216 |    1.31099359661729 |   4.13090756733948
 180 |        8 |      9411 |    8401 |  7553 | 11563 |    2.12191955576592 |   5.44190116395677
 181 |        9 |      9411 |    8401 |  7518 | 11543 |  0.0263889259129567 |   7.56382071972268
 182 |       10 |      9411 |    8401 |  2646 | 14967 |   0.269728180359489 |   7.59020964563564
 183 |       11 |      9411 |    8401 |  5137 | 17532 |   0.260920108648915 |   7.85993782599513
 184 |       12 |      9411 |    8401 | 15344 | 21283 |    2.00423493448814 |   8.12085793464404
 185 |       13 |      9411 |    8401 |  1012 | 14687 |    1.10713727924447 |   10.1250928691322
 186 |       14 |      9411 |    8401 |  1656 |   994 |   0.318029621984978 |   11.2322301483767
 187 |       15 |      9411 |    8401 |    96 | 11115 |   0.375610640722748 |   11.5502597703616
 188 |       16 |      9411 |    8401 |  6766 |  5617 |   0.129952997192195 |   11.9258704110844
 189 |       17 |      9411 |    8401 |  9805 |  5615 |   0.178261020209368 |   12.0558234082766
 190 |       18 |      9411 |    8401 | 11914 | 12152 |    1.95810822131343 |   12.2340844284859
 191 |       19 |      9411 |    8401 |  8550 | 12153 |    2.27991119619624 |   14.1921926497994
 192 |       20 |      9411 |    8401 |  1055 |  2362 |   0.153554751838249 |   16.4721038459956
 193 |       21 |      9411 |    8401 |  4300 |  2499 |   0.733976969151736 |   16.6256585978339
 194 |       22 |      9411 |    8401 | 11074 |  6346 |   0.140343602870384 |   17.3596355669856
 195 |       23 |      9411 |    8401 |   234 |   141 |   0.247410398633202 |    17.499979169856
 196 |       24 |      9411 |    8401 |  7161 | 11331 |   0.104648693031829 |   17.7473895684892
 197 |       25 |      9411 |    8401 |  8835 | 11790 |   0.395671789199151 |    17.852038261521
 198 |       26 |      9411 |    8401 |  7927 | 11789 |  0.0925826300713048 |   18.2477100507202
 199 |       27 |      9411 |    8401 |  9344 | 22447 |   0.485235111173952 |   18.3402926807915
 200 |       28 |      9411 |    8401 | 16395 | 17920 |      2.790644860804 |   18.8255277919654
 201 |       29 |      9411 |    8401 |  4291 |  8318 |    1.05176333800187 |   21.6161726527694
 202 |       30 |      9411 |    8401 |  1934 | 12769 |   0.222057483543295 |   22.6679359907713
 203 |       31 |      9411 |    8401 |  9579 | 13576 |    0.20002077408362 |   22.8899934743146
 204 |       32 |      9411 |    8401 | 11002 |   408 |   0.140462672376205 |   23.0900142483982
 205 |       33 |      9411 |    8401 |   671 |   709 |   0.556904603765521 |   23.2304769207744
 206 |       34 |      9411 |    8401 |  1183 |  5517 |   0.217508134907338 |   23.7873815245399
 207 |       35 |      9411 |    8401 |  9647 |   564 |    0.24488546060778 |   24.0048896594473
 208 |       36 |      9411 |    8401 |   923 |  6391 |   0.280879549846382 |   24.2497751200551
 209 |       37 |      9411 |    8401 | 11175 | 10676 |    0.25371610825345 |   24.5306546699014
 210 |       38 |      9411 |    8401 |  6014 | 21032 |   0.171654520135411 |   24.7843707781549
 211 |       39 |      9411 |    8401 | 15128 | 19869 |    0.15391335880932 |   24.9560252982903
 212 |       40 |      9411 |    8401 | 14097 | 17088 |   0.280780130034953 |   25.1099386570996
 213 |       41 |      9411 |    8401 | 10853 | 15494 |   0.627264094849782 |   25.3907187871346
 214 |       42 |      9411 |    8401 |  5975 | 22047 |    1.51327137371649 |   26.0179828819844
 215 |       43 |      9411 |    8401 | 16047 | 18650 |   0.638294888869524 |   27.5312542557008
 216 |       44 |      9411 |    8401 | 13009 | 16713 |    0.16539054818796 |   28.1695491445704
 217 |       45 |      9411 |    8401 |  1294 | 11128 |   0.177237891228691 |   28.3349396927583
 218 |       46 |      9411 |    8401 |  6779 | 14278 |    4.80192405840516 |    28.512177583987
 219 |       47 |      9411 |    8401 | 12153 | 15669 |   0.937742123977812 |   33.3141016423922
 220 |       48 |      9411 |    8401 |  7146 | 15996 |  0.0856267311726189 |     34.25184376637
 221 |       49 |      9411 |    8401 |  9150 |  9567 |   0.179801036477885 |   34.3374704975426
 222 |       50 |      9411 |    8401 |  4154 |  4192 |   0.136985015861821 |   34.5172715340205
 223 |       51 |      9411 |    8401 |  7295 |  4714 |    1.70584103732463 |   34.6542565498823
 224 |       52 |      9411 |    8401 |  8210 |  7817 |  0.0773346127471821 |   36.3600975872069
 225 |       53 |      9411 |    8401 |  1072 |  8665 |    1.43953888126824 |   36.4374321999541
 226 |       54 |      9411 |    8401 |  2565 |  4605 |   0.542103743249334 |   37.8769710812224
 227 |       55 |      9411 |    8401 |  8007 | 16445 |   0.530053299206911 |   38.4190748244717
 228 |       56 |      9411 |    8401 | 11924 | 14995 |    1.73164611278677 |   38.9491281236786
 229 |       57 |      9411 |    8401 |  2845 | 14833 |    1.21987604262437 |   40.6807742364654
 230 |       58 |      9411 |    8401 |  1897 | 18665 |    1.28260132631578 |   41.9006502790898
 231 |       59 |      9411 |    8401 | 13023 | 20288 |   0.791362309747036 |   43.1832516054055
 232 |       60 |      9411 |    8401 | 14466 | 19629 |    1.06012518170321 |   43.9746139151526
 233 |       61 |      9411 |    8401 | 13885 | 18666 |   0.151521842041285 |   45.0347390968558
 234 |       62 |      9411 |    8401 | 13024 | 16719 |   0.662858781959016 |   45.1862609388971
 235 |       63 |      9411 |    8401 |  5861 | 15365 |   0.426637549603358 |   45.8491197208561
 236 |       64 |      9411 |    8401 |  5157 | 22180 |   0.210285774718142 |   46.2757572704594
 237 |       65 |      9411 |    8401 | 16170 | 18204 |  0.0407332655227849 |   46.4860430451776
 238 |       66 |      9411 |    8401 | 12632 | 16589 |   0.135998655862203 |   46.5267763107004
 239 |       67 |      9411 |    8401 |  3856 | 11059 |   0.275874382444124 |   46.6627749665626
 240 |       68 |      9411 |    8401 |  6682 |  5782 |  0.0578486920848432 |   46.9386493490067
 241 |       69 |      9411 |    8401 | 10132 |  6782 |    1.32753872531642 |   46.9964980410915
 242 |       70 |      9411 |    8401 | 11897 |  7909 |    2.14328650428699 |    48.324036766408
 243 |       71 |      9411 |    8401 |  1235 |  9487 |    1.33144283482052 |   50.4673232706949
 244 |       72 |      9411 |    8401 |  3993 | 16580 |   0.331723653709408 |   51.7987661055155
 245 |       73 |      9411 |    8401 | 12615 | 18185 |  0.0380565510302926 |   52.1304897592249
 246 |       74 |      9411 |    8401 |  7294 | 12810 |   0.436489909821736 |   52.1685463102552
 247 |       75 |      9411 |    8401 |  9648 | 16268 |    1.53783969798542 |   52.6050362200769
 248 |       76 |      9411 |    8401 | 10748 |  7241 |  0.0461752495622531 |   54.1428759180623
 249 |       77 |      9411 |    8401 |   144 |  4618 |   0.107953673235561 |   54.1890511676246
 250 |       78 |      9411 |    8401 |  8019 |  4815 |   0.318586139183357 |   54.2970048408601
 251 |       79 |      9411 |    8401 |  8401 |    -1 |                   0 |   54.6155909800435
 252 |        1 |      9411 |   12235 |  9411 | 17169 |    0.35031651139181 |                  0
 253 |        2 |      9411 |   12235 | 14365 | 20175 |  0.0364036765628157 |   0.35031651139181
 254 |        3 |      9411 |   12235 |  4280 |  9786 |   0.142291676316751 |  0.386720187954626
 255 |        4 |      9411 |   12235 |  4525 |  8659 |   0.106996941910394 |  0.529011864271377
 256 |        5 |      9411 |   12235 |  2560 | 14688 |    4.64344386329509 |  0.636008806181771
 257 |        6 |      9411 |   12235 |  1018 |  4387 |    1.81446644405888 |   5.27945266947686
 258 |        7 |      9411 |   12235 |  7633 | 11525 |   0.825451750998187 |   7.09391911353574
 259 |        8 |      9411 |   12235 |  7484 |  4604 |     0.5776658667033 |   7.91937086453393
 260 |        9 |      9411 |   12235 |  8004 | 10294 |    1.06792398803141 |   8.49703673123723
 261 |       10 |      9411 |   12235 |  5363 |  6995 |     0.3209802329846 |   9.56496071926864
 262 |       11 |      9411 |   12235 | 12276 |  4083 |    2.49284876808823 |   9.88594095225324
 263 |       12 |      9411 |   12235 |  7124 | 15025 |   0.108769329549023 |   12.3787897203415
 264 |       13 |      9411 |   12235 |  3024 | 16404 |    0.17607298166287 |   12.4875590498905
 265 |       14 |      9411 |   12235 | 11656 |  9319 |  0.0864840341975803 |   12.6636320315534
 266 |       15 |      9411 |   12235 |  3729 | 21936 |   0.303721522303929 |   12.7501160657509
 267 |       16 |      9411 |   12235 | 15946 | 17769 |   0.304270535135757 |   13.0538375880549
 268 |       17 |      9411 |   12235 |  2972 |  7577 |  0.0896391150195801 |   13.3581081231906
 269 |       18 |      9411 |   12235 |   693 |  7001 |    3.01836914720053 |   13.4477472382102
 270 |       19 |      9411 |   12235 | 12293 |  4882 |   0.214500538399567 |   16.4661163854107
 271 |       20 |      9411 |   12235 |  8510 |  4942 |   0.300211174958748 |   16.6806169238103
 272 |       21 |      9411 |   12235 |  8609 |  9202 |    7.64616687196628 |   16.9808280987691
 273 |       22 |      9411 |   12235 |  3501 |  6905 |   0.169167465202891 |   24.6269949707353
 274 |       23 |      9411 |   12235 | 12092 | 12532 |   0.183196926135654 |   24.7961624359382
 275 |       24 |      9411 |   12235 |  9221 |   816 |    2.83913108980337 |   24.9793593620739
 276 |       25 |      9411 |   12235 |  1363 |  2984 |    1.20716137675091 |   27.8184904518772
 277 |       26 |      9411 |   12235 |  5227 |  5021 |    0.21456149594535 |   29.0256518286281
 278 |       27 |      9411 |   12235 |  8753 |  4215 |    2.60226743209893 |   29.2402133245735
 279 |       28 |      9411 |   12235 |  7351 |  7336 |   0.153783644570765 |   31.8424807566724
 280 |       29 |      9411 |   12235 |   286 |  3767 |   0.174830016984609 |   31.9962644012432
 281 |       30 |      9411 |   12235 |  6587 |  3625 |   0.109487174133654 |   32.1710944182278
 282 |       31 |      9411 |   12235 |  6350 |  3626 |   0.116171883409696 |   32.2805815923615
 283 |       32 |      9411 |   12235 | 10625 | 16246 |    0.41854988722936 |   32.3967534757712
 284 |       33 |      9411 |   12235 |   626 | 16661 |   0.449061201243994 |   32.8153033630005
 285 |       34 |      9411 |   12235 | 12849 | 18474 |  0.0530223763336673 |   33.2643645642445
 286 |       35 |      9411 |   12235 | 16637 | 22713 |    2.79869815943204 |   33.3173869405782
 287 |       36 |      9411 |   12235 | 15783 | 21766 |  0.0674838139743969 |   36.1160851000102
 288 |       37 |      9411 |   12235 | 16239 | 19771 | 0.00983466533998695 |   36.1835689139846
 289 |       38 |      9411 |   12235 | 14008 | 19770 |   0.156600498703542 |   36.1934035793246
 290 |       39 |      9411 |   12235 |    40 |  6879 |   0.917203461739565 |   36.3500040780281
 291 |       40 |      9411 |   12235 | 12053 |  6878 |   0.506985258060122 |   37.2672075397677
 292 |       41 |      9411 |   12235 |   517 |   308 |   0.492793705096229 |   37.7741927978278
 293 |       42 |      9411 |   12235 |  9546 | 12744 |    0.13124361138254 |   38.2669865029241
 294 |       43 |      9411 |   12235 |   555 |  7497 |   0.175766600741926 |   38.3982301143066
 295 |       44 |      9411 |   12235 |  7196 | 11340 |    1.63073472134632 |   38.5739967150485
 296 |       45 |      9411 |   12235 |  8561 |  4913 |   0.750056375688835 |   40.2047314363948
 297 |       46 |      9411 |   12235 |  8383 | 12053 |   0.664223310647819 |   40.9547878120837
